,Date,Stock Name,Open,Close,Price Change,compound
189,2022-07-01,TSLA,227.0,227.26333618164065,0.07486311927209731,-0.3291537192165476
190,2022-07-05,TSLA,223.0,233.0666656494141,1.6808327831738017,-0.6640220349450573
191,2022-07-06,TSLA,230.77999877929688,231.73333740234372,0.1878984908322597,-0.017661480817265943
192,2022-07-07,TSLA,233.9199981689453,244.5433349609375,1.772025981432492,-0.7641825896533817
193,2022-07-08,TSLA,242.3333282470703,250.76333618164065,1.4127174812378438,0.1299416820461331
194,2022-07-11,TSLA,252.10333251953125,234.3433380126953,-2.877697275980648,-0.530689177073931
195,2022-07-12,TSLA,236.8466644287109,233.07000732421875,-0.5869637305980676,-0.6408133953871901
196,2022-07-13,TSLA,225.5,237.0399932861328,1.922191547799271,-0.5313280358232929
197,2022-07-14,TSLA,234.89666748046875,238.31333923339844,0.5914387667844855,0.030717245377852694
198,2022-07-15,TSLA,240.0,240.0666656494141,0.04264478879799176,-0.38155687226753215
199,2022-07-18,TSLA,244.9366607666016,240.54666137695312,-0.6874407273966763,0.010872623206100388
200,2022-07-19,TSLA,245.0,245.52999877929688,0.11854746587504623,-0.6519184275687963
201,2022-07-20,TSLA,246.7833404541016,247.5,0.14912600856180805,-0.5875981507582966
202,2022-07-21,TSLA,255.10667419433597,271.7066650390625,2.751114273005185,-0.39448350789987086
203,2022-07-22,TSLA,276.2200012207031,272.24334716796875,-0.6197269905502875,-0.015339635725132233
204,2022-07-25,TSLA,272.2166748046875,268.4333190917969,-0.5880610885838068,0.1569856145019686
205,2022-07-26,TSLA,266.5133361816406,258.8599853515625,-1.2220390425107637,-0.733321779135889
206,2022-07-27,TSLA,263.8099975585937,274.82000732421875,1.835370283747988,-0.4374183361502649
207,2022-07-28,TSLA,280.0666809082031,280.8999938964844,0.16823603544322607,0.4515865418503401
208,2022-07-29,TSLA,280.70001220703125,297.1499938964844,2.7265399532836496,-0.035835163692109054
209,2022-08-01,TSLA,301.27667236328125,297.27667236328125,-0.6235514956030752,-0.26969124123048127
210,2022-08-02,TSLA,294.0033264160156,300.586669921875,1.110199131562327,0.20681252611950615
211,2022-08-03,TSLA,305.0,307.39666748046875,0.4243428914487314,-0.02419964350802693
212,2022-08-04,TSLA,311.0,308.6333312988281,-0.35598112314522695,-0.3417335037694153
213,2022-08-05,TSLA,302.6700134277344,288.1700134277344,-2.3436488896976755,0.040245916982206094
214,2022-08-08,TSLA,295.0,290.42333984375,-0.718019270083438,-0.3506997620221037
215,2022-08-09,TSLA,290.2933349609375,283.3333435058594,-1.108453742119472,-0.6896299408714026
216,2022-08-10,TSLA,297.0666809082031,294.3566589355469,-0.4122288438627631,-0.22331763835814433
217,2022-08-11,TSLA,296.5133361816406,286.6300048828125,-1.5873517656706426,-0.22484314578304354
218,2022-08-12,TSLA,289.4166564941406,300.0299987792969,1.770388693321658,-0.23592522596350535
219,2022-08-15,TSLA,301.78668212890625,309.32000732421875,1.2658239914162228,-0.42218101178772344
220,2022-08-16,TSLA,311.6666564941406,306.5633239746094,-0.804298104333126,-0.1402289454884017
221,2022-08-17,TSLA,303.39666748046875,303.9966735839844,0.13001598168039935,-0.8875456737739558
222,2022-08-18,TSLA,306.0,302.8699951171875,-0.4810299399888614,-0.28026598578809564
223,2022-08-19,TSLA,299.0,296.6666564941406,-0.3505218296581103,0.691520947474767
224,2022-08-22,TSLA,291.913330078125,289.913330078125,-0.29591389672791324,0.011880778234011598
225,2022-08-23,TSLA,291.4533386230469,296.4533386230469,0.8508176993351536,-0.5424423690232549
226,2022-08-24,TSLA,297.5633239746094,297.0966796875,-0.04472140473141495,-0.43580086450907846
227,2022-08-25,TSLA,302.3599853515625,296.07000732421875,-0.9986929467809683,-0.26303538845508573
228,2022-08-26,TSLA,297.42999267578125,288.0899963378906,-1.4983432846773965,-0.25553469896781544
229,2022-08-29,TSLA,282.8299865722656,284.82000732421875,0.3577265125880818,0.03402037026000264
230,2022-08-30,TSLA,287.8699951171875,277.70001220703125,-1.634310688495264,-0.03301484154265968
